,RXPACC,FP_IDX,CIR746,CIR740,CIR749,CIR_PWR,CIR750,CIR575,CIR326,CIR333,CIR349,CIR350,CIR246,NLOS,RANGE
5468,1024.0,743.0,8678.0,34.0,465.0,3430.0,704.0,542.0,177.0,128.0,67.0,123.0,529.0,1.0,2.09
5469,678.0,746.0,9929.0,195.0,13119.0,15201.0,10174.0,381.0,179.0,121.0,37.0,193.0,418.0,1.0,6.6
5470,1024.0,741.0,3935.0,757.0,3840.0,1841.0,7859.0,329.0,420.0,493.0,274.0,151.0,216.0,1.0,2.68
5471,335.0,748.0,89.0,284.0,17093.0,9757.0,18464.0,289.0,212.0,461.0,219.0,173.0,255.0,1.0,1.09
5472,646.0,745.0,16591.0,263.0,10054.0,7592.0,3159.0,233.0,199.0,225.0,182.0,301.0,230.0,1.0,5.26
5473,452.0,747.0,2330.0,149.0,17134.0,8633.0,9968.0,307.0,380.0,274.0,211.0,196.0,177.0,1.0,1.43
5474,303.0,748.0,4471.0,323.0,17950.0,11501.0,10716.0,106.0,312.0,49.0,42.0,100.0,223.0,1.0,1.39
5475,1024.0,736.0,4707.0,2581.0,2158.0,1986.0,2561.0,658.0,394.0,168.0,367.0,313.0,513.0,1.0,5.38
5476,278.0,744.0,20255.0,91.0,10209.0,9966.0,2897.0,142.0,178.0,128.0,49.0,107.0,160.0,1.0,0.9
5477,1025.0,743.0,13561.0,263.0,10053.0,10592.0,9506.0,389.0,382.0,241.0,208.0,212.0,203.0,1.0,8.2
5478,1024.0,746.0,1425.0,224.0,4120.0,2660.0,6312.0,202.0,283.0,221.0,241.0,363.0,379.0,1.0,4.44
5479,291.0,748.0,301.0,211.0,19000.0,12800.0,19113.0,333.0,177.0,201.0,485.0,282.0,354.0,0.0,1.85
5480,549.0,749.0,234.0,135.0,16729.0,12328.0,14712.0,183.0,134.0,191.0,109.0,286.0,306.0,1.0,1.23
5481,1025.0,739.0,6071.0,1018.0,3300.0,7927.0,4858.0,149.0,605.0,164.0,161.0,304.0,304.0,1.0,7.94
5482,844.0,743.0,14051.0,64.0,16786.0,10620.0,10144.0,85.0,156.0,86.0,207.0,67.0,266.0,0.0,5.01
5483,1024.0,747.0,775.0,375.0,5906.0,8790.0,2511.0,167.0,168.0,248.0,243.0,49.0,247.0,1.0,3.55
5484,1025.0,723.0,6689.0,1200.0,3844.0,2015.0,1961.0,413.0,232.0,405.0,134.0,263.0,248.0,1.0,10.49
5485,272.0,750.0,401.0,225.0,12788.0,8765.0,16906.0,234.0,54.0,216.0,272.0,71.0,66.0,0.0,1.69
5486,570.0,744.0,3511.0,294.0,18115.0,8558.0,7142.0,346.0,357.0,207.0,221.0,229.0,79.0,1.0,5.28
5487,992.0,744.0,3018.0,170.0,1649.0,1901.0,4274.0,105.0,39.0,111.0,80.0,209.0,280.0,1.0,1.95
5488,1024.0,749.0,304.0,449.0,7446.0,5041.0,9832.0,406.0,234.0,202.0,176.0,210.0,277.0,1.0,6.36
5489,400.0,747.0,8838.0,258.0,5316.0,9056.0,3837.0,263.0,220.0,133.0,101.0,117.0,49.0,1.0,5.99
5490,394.0,743.0,18363.0,200.0,15260.0,9929.0,11294.0,103.0,186.0,114.0,113.0,184.0,166.0,0.0,1.63
5491,1024.0,749.0,652.0,463.0,6246.0,3978.0,9037.0,159.0,219.0,212.0,89.0,230.0,250.0,1.0,5.55
5492,271.0,750.0,355.0,125.0,735.0,12393.0,3731.0,188.0,557.0,230.0,54.0,368.0,297.0,0.0,2.0
5493,290.0,751.0,220.0,254.0,1783.0,13152.0,4921.0,521.0,137.0,138.0,136.0,229.0,392.0,0.0,1.43
5494,362.0,745.0,16463.0,188.0,2879.0,6832.0,8165.0,189.0,326.0,192.0,184.0,203.0,203.0,0.0,5.99
5495,260.0,743.0,18606.0,160.0,5591.0,10435.0,6460.0,103.0,135.0,209.0,56.0,89.0,58.0,0.0,1.05
5496,826.0,743.0,19866.0,230.0,9929.0,10713.0,7209.0,466.0,326.0,356.0,235.0,184.0,164.0,1.0,3.9
5497,450.0,750.0,155.0,283.0,1319.0,9039.0,6265.0,464.0,272.0,225.0,99.0,82.0,108.0,1.0,1.65
5498,615.0,750.0,329.0,64.0,2730.0,14699.0,6546.0,405.0,295.0,511.0,120.0,177.0,36.0,0.0,2.77
5499,325.0,750.0,279.0,224.0,2439.0,11675.0,5118.0,219.0,254.0,203.0,80.0,208.0,60.0,0.0,3.7
5500,1025.0,745.0,2283.0,182.0,4419.0,2433.0,3723.0,145.0,600.0,292.0,186.0,492.0,487.0,1.0,8.49
5501,295.0,747.0,3849.0,227.0,9332.0,8324.0,13228.0,99.0,175.0,186.0,122.0,186.0,133.0,0.0,4.7
5502,896.0,749.0,330.0,241.0,6406.0,12760.0,9098.0,542.0,636.0,429.0,441.0,412.0,543.0,1.0,5.47
5503,662.0,745.0,15037.0,254.0,7307.0,7416.0,8823.0,211.0,147.0,287.0,244.0,147.0,279.0,1.0,5.46
5504,1024.0,732.0,6117.0,4379.0,6017.0,1901.0,4564.0,249.0,254.0,298.0,251.0,220.0,188.0,1.0,5.15
5505,1024.0,740.0,2926.0,191.0,5561.0,20597.0,9989.0,199.0,273.0,128.0,172.0,332.0,190.0,1.0,4.4
5506,283.0,750.0,407.0,252.0,232.0,12065.0,4204.0,44.0,188.0,277.0,338.0,282.0,233.0,0.0,1.36
5507,858.0,745.0,14565.0,396.0,13452.0,15101.0,20266.0,226.0,256.0,476.0,297.0,267.0,269.0,0.0,5.18
5508,360.0,746.0,7531.0,313.0,10746.0,12412.0,7531.0,239.0,90.0,59.0,175.0,172.0,286.0,0.0,1.65
5509,886.0,743.0,1613.0,244.0,11626.0,10319.0,4053.0,235.0,141.0,249.0,469.0,418.0,375.0,1.0,9.18
5510,540.0,745.0,4706.0,86.0,9691.0,10255.0,7232.0,208.0,119.0,201.0,226.0,225.0,190.0,1.0,1.13
5511,1024.0,742.0,2965.0,420.0,1138.0,3438.0,3203.0,477.0,415.0,286.0,340.0,294.0,238.0,1.0,2.92
5512,1024.0,746.0,2092.0,423.0,5295.0,3470.0,7113.0,219.0,318.0,405.0,195.0,237.0,262.0,1.0,6.99
5513,401.0,751.0,122.0,147.0,228.0,18545.0,2344.0,426.0,320.0,246.0,294.0,189.0,101.0,0.0,1.83
5514,1025.0,736.0,8076.0,4445.0,6318.0,9204.0,3591.0,40.0,438.0,158.0,463.0,275.0,209.0,1.0,7.73
5515,537.0,744.0,8415.0,257.0,4509.0,11720.0,8103.0,201.0,200.0,288.0,92.0,266.0,123.0,0.0,3.34
5516,472.0,751.0,256.0,186.0,1858.0,13804.0,7246.0,254.0,275.0,251.0,265.0,169.0,3.0,0.0,5.18
5517,628.0,744.0,4900.0,250.0,13566.0,7825.0,10605.0,254.0,296.0,143.0,275.0,245.0,169.0,1.0,5.26
5518,263.0,744.0,17641.0,264.0,18162.0,11102.0,772.0,256.0,68.0,44.0,221.0,251.0,34.0,0.0,0.31
5519,280.0,748.0,260.0,202.0,14307.0,8983.0,11633.0,287.0,128.0,169.0,253.0,93.0,195.0,0.0,2.0
5520,273.0,746.0,7844.0,124.0,20930.0,12777.0,4252.0,79.0,302.0,216.0,260.0,332.0,338.0,0.0,1.48
5521,1024.0,748.0,533.0,432.0,11522.0,12806.0,5425.0,158.0,243.0,378.0,108.0,241.0,394.0,1.0,5.55
5522,1025.0,736.0,5025.0,2156.0,2101.0,4861.0,1471.0,136.0,204.0,270.0,265.0,245.0,228.0,1.0,6.91
5523,832.0,740.0,3630.0,1340.0,3705.0,972.0,1034.0,205.0,172.0,224.0,170.0,203.0,221.0,1.0,3.78
5524,324.0,749.0,135.0,200.0,1708.0,12007.0,4719.0,141.0,155.0,47.0,164.0,189.0,133.0,1.0,2.28
5525,701.0,750.0,182.0,237.0,3783.0,14518.0,12784.0,64.0,39.0,79.0,191.0,335.0,79.0,0.0,4.92
5526,497.0,746.0,16826.0,292.0,14976.0,7956.0,11417.0,229.0,220.0,177.0,140.0,146.0,167.0,0.0,5.26
5527,463.0,744.0,5870.0,256.0,9051.0,14616.0,8736.0,135.0,162.0,273.0,162.0,335.0,272.0,0.0,2.45
5528,503.0,745.0,15251.0,79.0,4728.0,16479.0,9909.0,248.0,129.0,116.0,261.0,280.0,156.0,0.0,4.56
5529,1025.0,739.0,9999.0,3958.0,10844.0,8103.0,9552.0,318.0,156.0,439.0,435.0,229.0,105.0,1.0,9.02
5530,884.0,746.0,12247.0,230.0,6501.0,12988.0,15015.0,51.0,244.0,186.0,494.0,310.0,106.0,0.0,6.77
5531,1024.0,745.0,9955.0,218.0,7275.0,8798.0,1234.0,329.0,505.0,327.0,185.0,276.0,297.0,1.0,3.09
5532,477.0,750.0,494.0,257.0,6658.0,8905.0,12040.0,177.0,253.0,171.0,221.0,116.0,86.0,1.0,3.22
5533,582.0,746.0,3679.0,212.0,4238.0,15153.0,10119.0,153.0,213.0,99.0,228.0,268.0,304.0,0.0,2.9
5534,442.0,745.0,7146.0,274.0,11717.0,17643.0,13015.0,166.0,131.0,100.0,191.0,123.0,214.0,0.0,1.82
5535,374.0,751.0,243.0,91.0,895.0,8369.0,5821.0,192.0,36.0,223.0,255.0,138.0,14.0,0.0,5.13
5536,896.0,748.0,1986.0,248.0,19564.0,14623.0,12155.0,167.0,189.0,182.0,150.0,425.0,194.0,0.0,5.05
5537,553.0,745.0,11971.0,114.0,9924.0,13942.0,15617.0,165.0,205.0,192.0,264.0,175.0,70.0,1.0,1.26
5538,263.0,750.0,270.0,69.0,630.0,8711.0,2124.0,246.0,60.0,206.0,241.0,84.0,389.0,0.0,1.78
5539,358.0,751.0,231.0,56.0,1791.0,6775.0,9402.0,93.0,118.0,123.0,50.0,106.0,165.0,0.0,3.97
5540,832.0,742.0,3760.0,650.0,3443.0,1078.0,3311.0,109.0,206.0,67.0,171.0,246.0,281.0,1.0,3.51
5541,700.0,745.0,16661.0,1198.0,8667.0,7539.0,7401.0,423.0,338.0,409.0,293.0,526.0,735.0,1.0,2.41
5542,1024.0,747.0,2706.0,525.0,8531.0,10841.0,2491.0,423.0,437.0,531.0,448.0,251.0,349.0,1.0,9.2
5543,288.0,744.0,15811.0,235.0,4308.0,6443.0,416.0,262.0,158.0,166.0,121.0,129.0,89.0,0.0,2.35
5544,1024.0,746.0,5265.0,112.0,10585.0,20206.0,17108.0,245.0,609.0,246.0,202.0,322.0,260.0,1.0,3.76
5545,448.0,745.0,17613.0,88.0,9835.0,11771.0,4070.0,356.0,491.0,233.0,192.0,199.0,323.0,0.0,2.68
5546,306.0,745.0,15975.0,42.0,16010.0,11824.0,4869.0,241.0,198.0,259.0,164.0,82.0,280.0,1.0,1.09
5547,382.0,745.0,17148.0,455.0,7023.0,11240.0,9531.0,238.0,122.0,182.0,68.0,336.0,131.0,1.0,4.64
5548,354.0,749.0,160.0,325.0,13423.0,10347.0,17434.0,225.0,233.0,72.0,315.0,67.0,281.0,0.0,1.81
5549,735.0,748.0,433.0,206.0,1230.0,10039.0,4890.0,439.0,135.0,365.0,365.0,425.0,183.0,0.0,5.54
5550,619.0,743.0,3038.0,167.0,2974.0,7136.0,7944.0,158.0,228.0,293.0,243.0,230.0,245.0,0.0,2.97
5551,303.0,750.0,277.0,219.0,5756.0,9996.0,8915.0,70.0,157.0,59.0,245.0,336.0,251.0,0.0,1.36
5552,317.0,750.0,412.0,426.0,6903.0,12729.0,16461.0,363.0,117.0,217.0,256.0,271.0,133.0,0.0,1.4
5553,266.0,747.0,937.0,214.0,20658.0,10306.0,17166.0,236.0,279.0,99.0,310.0,246.0,224.0,0.0,1.41
5554,268.0,751.0,66.0,254.0,1014.0,7343.0,5516.0,69.0,185.0,64.0,92.0,225.0,61.0,0.0,1.87
5555,276.0,748.0,1040.0,251.0,16155.0,10589.0,10504.0,56.0,173.0,253.0,51.0,83.0,323.0,0.0,3.28
5556,299.0,746.0,5514.0,164.0,12363.0,12817.0,7855.0,182.0,165.0,62.0,149.0,306.0,338.0,0.0,0.92
5557,1024.0,747.0,447.0,262.0,3007.0,1387.0,1405.0,220.0,307.0,232.0,474.0,313.0,112.0,1.0,5.38
5558,1024.0,745.0,1833.0,248.0,6618.0,3094.0,2339.0,228.0,408.0,75.0,193.0,201.0,47.0,1.0,6.46
5559,1024.0,749.0,136.0,168.0,3109.0,3069.0,6391.0,100.0,449.0,285.0,474.0,196.0,92.0,1.0,4.76
5560,355.0,747.0,2132.0,25.0,21497.0,10688.0,7567.0,184.0,230.0,18.0,211.0,50.0,174.0,0.0,1.81
5561,727.0,747.0,3000.0,199.0,12905.0,22964.0,18154.0,231.0,168.0,277.0,248.0,68.0,130.0,0.0,4.18
5562,318.0,747.0,735.0,82.0,13390.0,12802.0,10856.0,313.0,224.0,244.0,124.0,324.0,150.0,0.0,2.9
5563,992.0,737.0,5277.0,3878.0,3314.0,1313.0,4070.0,286.0,230.0,174.0,281.0,114.0,163.0,1.0,4.08
5564,589.0,746.0,16109.0,245.0,17756.0,12505.0,4191.0,430.0,184.0,224.0,196.0,221.0,271.0,0.0,2.61
5565,355.0,750.0,248.0,244.0,2166.0,14385.0,9818.0,242.0,253.0,149.0,238.0,234.0,247.0,0.0,3.22
5566,1024.0,742.0,7106.0,1158.0,12154.0,10048.0,16713.0,201.0,253.0,353.0,136.0,172.0,207.0,1.0,9.36
5567,1024.0,738.0,4756.0,3664.0,1197.0,3650.0,3643.0,198.0,98.0,432.0,397.0,227.0,214.0,1.0,3.45
5568,414.0,745.0,16437.0,155.0,16736.0,13230.0,9298.0,82.0,340.0,318.0,149.0,123.0,147.0,0.0,2.9
5569,993.0,725.0,3310.0,573.0,5756.0,1920.0,955.0,247.0,193.0,371.0,268.0,529.0,444.0,1.0,10.06
5570,1025.0,749.0,180.0,141.0,8899.0,16950.0,9856.0,460.0,448.0,98.0,325.0,214.0,263.0,1.0,8.98
5571,463.0,748.0,244.0,194.0,11182.0,7676.0,18062.0,66.0,279.0,158.0,228.0,338.0,299.0,0.0,5.33
5572,397.0,750.0,275.0,19.0,5544.0,7916.0,14119.0,116.0,109.0,278.0,96.0,265.0,111.0,1.0,2.75
5573,527.0,740.0,12657.0,978.0,5740.0,7947.0,3389.0,257.0,149.0,36.0,169.0,158.0,241.0,1.0,2.32
5574,672.0,732.0,1001.0,639.0,839.0,565.0,1734.0,121.0,327.0,242.0,218.0,429.0,252.0,1.0,6.02
5575,1024.0,746.0,2069.0,1241.0,3993.0,14812.0,17543.0,1134.0,409.0,687.0,1025.0,622.0,860.0,1.0,2.01
5576,663.0,749.0,308.0,230.0,6248.0,17563.0,4574.0,211.0,93.0,279.0,299.0,197.0,213.0,0.0,2.17
5577,278.0,745.0,16774.0,215.0,11642.0,7909.0,11077.0,59.0,111.0,285.0,65.0,220.0,204.0,1.0,1.26
5578,371.0,747.0,1061.0,130.0,10722.0,13146.0,17177.0,243.0,294.0,58.0,108.0,93.0,229.0,0.0,5.6
5579,539.0,751.0,210.0,127.0,1395.0,13011.0,8246.0,75.0,284.0,112.0,153.0,97.0,238.0,0.0,3.21
5580,822.0,748.0,2136.0,231.0,8609.0,14295.0,6702.0,214.0,475.0,192.0,204.0,356.0,221.0,1.0,7.66
5581,262.0,747.0,1100.0,103.0,16846.0,8963.0,12820.0,73.0,113.0,270.0,315.0,214.0,256.0,0.0,1.38
5582,545.0,745.0,19273.0,296.0,3397.0,11992.0,7559.0,96.0,270.0,114.0,130.0,272.0,138.0,1.0,2.89
5583,302.0,745.0,5466.0,112.0,19095.0,8754.0,7790.0,90.0,181.0,89.0,59.0,165.0,237.0,0.0,1.91
5584,268.0,747.0,3547.0,176.0,19102.0,10034.0,17007.0,62.0,245.0,198.0,214.0,248.0,264.0,1.0,0.56
5585,524.0,748.0,226.0,221.0,2068.0,8673.0,1955.0,80.0,208.0,81.0,169.0,198.0,109.0,1.0,1.47
5586,1024.0,744.0,8110.0,390.0,5777.0,6455.0,10551.0,215.0,169.0,315.0,505.0,169.0,377.0,1.0,4.69
5587,410.0,749.0,545.0,326.0,3481.0,10451.0,6872.0,539.0,42.0,320.0,416.0,270.0,164.0,1.0,1.25
5588,262.0,749.0,267.0,270.0,6655.0,8384.0,13684.0,284.0,14.0,247.0,45.0,260.0,209.0,0.0,1.27
5589,304.0,749.0,135.0,251.0,13850.0,7779.0,19446.0,15.0,53.0,79.0,299.0,306.0,258.0,0.0,4.38
5590,291.0,744.0,9741.0,126.0,6852.0,11304.0,8913.0,200.0,45.0,260.0,213.0,291.0,107.0,0.0,1.25
5591,303.0,745.0,17119.0,187.0,12766.0,10341.0,5375.0,62.0,80.0,239.0,154.0,25.0,135.0,0.0,2.53
5592,992.0,715.0,2699.0,1602.0,1553.0,655.0,1875.0,194.0,578.0,190.0,129.0,261.0,271.0,1.0,3.11
5593,1024.0,746.0,2635.0,390.0,6915.0,8257.0,6317.0,218.0,431.0,526.0,282.0,189.0,290.0,1.0,2.7
5594,303.0,747.0,6606.0,122.0,13017.0,8987.0,6341.0,251.0,138.0,259.0,275.0,327.0,34.0,0.0,1.14
5595,1025.0,739.0,3453.0,2502.0,8003.0,6526.0,3308.0,452.0,159.0,263.0,378.0,561.0,425.0,1.0,9.46
5596,1024.0,734.0,1936.0,2437.0,3389.0,2757.0,6806.0,257.0,505.0,223.0,378.0,388.0,410.0,1.0,9.9
5597,347.0,747.0,2657.0,196.0,16685.0,10113.0,10897.0,537.0,149.0,175.0,97.0,272.0,347.0,0.0,3.98
5598,1025.0,740.0,9920.0,1162.0,3796.0,8480.0,1194.0,271.0,224.0,269.0,247.0,211.0,467.0,1.0,8.8
5599,433.0,742.0,17098.0,247.0,972.0,8023.0,3572.0,105.0,292.0,116.0,66.0,175.0,123.0,1.0,3.39
5600,1025.0,746.0,12122.0,120.0,8883.0,6036.0,4713.0,939.0,657.0,26.0,220.0,375.0,610.0,1.0,6.58
5601,648.0,745.0,5687.0,82.0,16635.0,12216.0,8728.0,219.0,202.0,153.0,130.0,274.0,302.0,1.0,8.41
5602,307.0,746.0,13790.0,114.0,17204.0,13564.0,11316.0,252.0,132.0,529.0,250.0,49.0,206.0,0.0,2.28
5603,992.0,743.0,4353.0,448.0,4796.0,987.0,3673.0,75.0,131.0,415.0,207.0,110.0,425.0,1.0,4.69
5604,264.0,750.0,265.0,245.0,6246.0,9678.0,17378.0,151.0,215.0,254.0,111.0,254.0,287.0,0.0,2.02
5605,366.0,744.0,18078.0,140.0,8341.0,8425.0,3398.0,162.0,218.0,60.0,37.0,138.0,78.0,0.0,2.99
5606,397.0,746.0,3096.0,397.0,6587.0,12107.0,6917.0,295.0,166.0,416.0,167.0,94.0,158.0,0.0,4.03
5607,1024.0,743.0,6085.0,265.0,2776.0,5230.0,7166.0,264.0,188.0,461.0,292.0,197.0,267.0,1.0,3.0
5608,928.0,737.0,2413.0,158.0,3170.0,873.0,2520.0,446.0,496.0,500.0,168.0,209.0,224.0,1.0,6.28
5609,314.0,746.0,12449.0,261.0,4799.0,9476.0,16637.0,283.0,129.0,105.0,244.0,122.0,89.0,0.0,0.98
5610,283.0,748.0,44.0,169.0,18673.0,11148.0,20557.0,64.0,270.0,248.0,216.0,232.0,84.0,1.0,0.94
5611,355.0,748.0,1995.0,99.0,12633.0,6197.0,2759.0,169.0,242.0,226.0,78.0,105.0,197.0,0.0,4.33
5612,1024.0,737.0,2449.0,741.0,4938.0,2295.0,6299.0,238.0,481.0,564.0,383.0,102.0,447.0,1.0,4.14
5613,614.0,750.0,70.0,325.0,1535.0,7034.0,7515.0,139.0,162.0,247.0,102.0,268.0,295.0,0.0,5.17
5614,626.0,743.0,10818.0,245.0,9355.0,12722.0,3251.0,220.0,241.0,148.0,237.0,54.0,247.0,1.0,10.1
5615,306.0,746.0,11965.0,249.0,17337.0,15296.0,22311.0,75.0,290.0,249.0,324.0,540.0,113.0,0.0,2.24
5616,340.0,744.0,16946.0,110.0,8249.0,9265.0,4202.0,237.0,113.0,209.0,116.0,64.0,68.0,0.0,1.75
5617,325.0,751.0,324.0,107.0,597.0,7753.0,2657.0,172.0,107.0,174.0,328.0,311.0,175.0,1.0,1.27
5618,301.0,748.0,491.0,145.0,17394.0,11825.0,12816.0,95.0,107.0,123.0,150.0,84.0,221.0,0.0,1.14
5619,1024.0,745.0,5468.0,275.0,13791.0,10840.0,15765.0,535.0,406.0,272.0,406.0,202.0,464.0,0.0,4.35
5620,455.0,741.0,8120.0,121.0,12448.0,17500.0,10786.0,226.0,250.0,188.0,247.0,323.0,170.0,1.0,5.86
5621,359.0,746.0,14213.0,204.0,13860.0,12867.0,15369.0,68.0,175.0,224.0,135.0,138.0,261.0,0.0,1.28
5622,1025.0,735.0,8240.0,1050.0,5129.0,3462.0,2042.0,211.0,386.0,143.0,255.0,582.0,330.0,1.0,9.59
5623,1024.0,750.0,798.0,455.0,2857.0,3003.0,3636.0,912.0,642.0,380.0,633.0,751.0,521.0,1.0,6.31
5624,1024.0,750.0,117.0,337.0,2283.0,4649.0,4377.0,418.0,145.0,417.0,304.0,204.0,243.0,1.0,4.97
5625,1024.0,742.0,4981.0,1706.0,2441.0,1774.0,349.0,92.0,127.0,466.0,187.0,203.0,420.0,1.0,5.57
5626,317.0,745.0,13934.0,169.0,2892.0,12114.0,12467.0,172.0,305.0,113.0,219.0,12.0,67.0,0.0,1.05
5627,295.0,746.0,12427.0,202.0,14137.0,12996.0,21561.0,137.0,29.0,215.0,45.0,55.0,152.0,0.0,1.26
5628,1024.0,739.0,2931.0,851.0,4442.0,2052.0,5237.0,164.0,451.0,228.0,142.0,205.0,208.0,1.0,3.59
5629,612.0,743.0,3691.0,187.0,8182.0,8603.0,7861.0,178.0,131.0,141.0,214.0,166.0,277.0,0.0,5.07
5630,347.0,749.0,77.0,111.0,16883.0,12937.0,18306.0,83.0,279.0,195.0,87.0,213.0,85.0,0.0,1.46
5631,1025.0,737.0,4324.0,2530.0,2518.0,2678.0,2462.0,457.0,232.0,286.0,199.0,78.0,323.0,1.0,11.01
5632,392.0,749.0,370.0,212.0,4832.0,16411.0,13111.0,186.0,208.0,68.0,140.0,211.0,211.0,0.0,1.62
5633,568.0,745.0,12680.0,190.0,8167.0,13854.0,12208.0,123.0,228.0,512.0,220.0,302.0,142.0,0.0,3.53
5634,840.0,739.0,13704.0,2394.0,8311.0,10933.0,13427.0,142.0,502.0,286.0,126.0,471.0,456.0,1.0,4.78
5635,270.0,747.0,2984.0,133.0,4414.0,11600.0,12921.0,83.0,138.0,266.0,223.0,196.0,78.0,0.0,1.84
5636,307.0,747.0,508.0,227.0,17832.0,8596.0,10666.0,224.0,169.0,127.0,148.0,172.0,127.0,0.0,2.34
5637,358.0,751.0,319.0,165.0,553.0,14782.0,3748.0,230.0,134.0,96.0,236.0,302.0,257.0,0.0,1.79
5638,1024.0,741.0,3581.0,375.0,17156.0,9236.0,13262.0,419.0,224.0,233.0,378.0,297.0,104.0,1.0,3.94
5639,576.0,750.0,196.0,216.0,6068.0,12633.0,14142.0,132.0,178.0,217.0,104.0,229.0,287.0,1.0,2.57
5640,1024.0,746.0,3311.0,131.0,13719.0,5512.0,7822.0,485.0,354.0,101.0,271.0,168.0,224.0,1.0,5.79
5641,347.0,748.0,488.0,511.0,5402.0,9569.0,3677.0,261.0,157.0,247.0,171.0,306.0,266.0,0.0,4.09
5642,864.0,735.0,1447.0,984.0,242.0,719.0,3571.0,767.0,481.0,236.0,272.0,56.0,138.0,1.0,5.7
5643,578.0,750.0,163.0,236.0,3428.0,12073.0,9448.0,292.0,245.0,201.0,267.0,106.0,162.0,1.0,1.74
5644,397.0,745.0,17820.0,75.0,15752.0,16002.0,19800.0,207.0,286.0,193.0,348.0,314.0,220.0,0.0,4.75
5645,651.0,748.0,3298.0,257.0,10843.0,5940.0,16957.0,392.0,182.0,493.0,81.0,80.0,369.0,1.0,3.81
5646,413.0,746.0,11026.0,352.0,11152.0,13194.0,13990.0,81.0,68.0,135.0,211.0,120.0,182.0,0.0,5.8
5647,1025.0,743.0,4515.0,352.0,6832.0,16797.0,5874.0,388.0,439.0,165.0,390.0,336.0,356.0,1.0,8.58
5648,335.0,748.0,590.0,288.0,18889.0,9907.0,13753.0,144.0,117.0,298.0,44.0,21.0,201.0,1.0,0.89
5649,369.0,747.0,3946.0,64.0,3100.0,12939.0,19026.0,27.0,227.0,266.0,155.0,226.0,250.0,1.0,0.92
5650,303.0,749.0,88.0,228.0,3846.0,6386.0,11817.0,278.0,117.0,13.0,73.0,83.0,321.0,0.0,3.42
5651,571.0,745.0,16758.0,314.0,10539.0,13216.0,3831.0,182.0,473.0,254.0,226.0,271.0,422.0,1.0,1.62
5652,325.0,746.0,10874.0,121.0,13313.0,7670.0,10386.0,287.0,79.0,173.0,199.0,150.0,62.0,0.0,5.2
5653,1024.0,741.0,6878.0,1679.0,2964.0,2343.0,5495.0,192.0,158.0,254.0,132.0,363.0,242.0,1.0,4.49
5654,826.0,743.0,8541.0,255.0,14188.0,10813.0,8261.0,244.0,209.0,375.0,500.0,160.0,171.0,1.0,5.11
5655,419.0,749.0,184.0,221.0,5736.0,18680.0,11248.0,258.0,197.0,331.0,165.0,244.0,125.0,0.0,3.09
5656,280.0,745.0,16885.0,298.0,6122.0,7081.0,4304.0,222.0,180.0,191.0,155.0,169.0,103.0,0.0,2.87
5657,992.0,749.0,123.0,151.0,3279.0,1106.0,5327.0,447.0,182.0,161.0,397.0,235.0,140.0,1.0,4.83
5658,382.0,751.0,107.0,256.0,629.0,14879.0,4385.0,243.0,175.0,237.0,213.0,248.0,77.0,1.0,1.1
5659,272.0,750.0,188.0,53.0,1388.0,11359.0,7120.0,89.0,196.0,270.0,81.0,258.0,339.0,0.0,0.68
5660,1024.0,735.0,4570.0,1129.0,7506.0,3664.0,4161.0,305.0,388.0,130.0,397.0,248.0,293.0,1.0,9.46
5661,301.0,745.0,11664.0,234.0,2049.0,10718.0,4944.0,319.0,213.0,206.0,170.0,253.0,173.0,0.0,2.26
5662,1024.0,744.0,8795.0,201.0,978.0,3009.0,3499.0,838.0,784.0,408.0,379.0,698.0,377.0,1.0,6.23
5663,297.0,751.0,243.0,79.0,1022.0,10648.0,2999.0,258.0,122.0,33.0,184.0,69.0,222.0,1.0,1.02
5664,283.0,748.0,579.0,250.0,2157.0,10944.0,16246.0,302.0,30.0,30.0,132.0,213.0,116.0,0.0,0.51
5665,277.0,751.0,168.0,323.0,1138.0,10561.0,6927.0,146.0,147.0,191.0,256.0,134.0,136.0,1.0,1.33
5666,382.0,748.0,1011.0,393.0,18020.0,17868.0,16168.0,243.0,222.0,527.0,128.0,149.0,317.0,0.0,1.03
5667,291.0,746.0,5389.0,89.0,16405.0,7901.0,5045.0,34.0,254.0,121.0,107.0,21.0,106.0,1.0,0.99
5668,550.0,743.0,13655.0,330.0,7247.0,13309.0,5168.0,187.0,263.0,117.0,330.0,363.0,283.0,0.0,2.99
5669,952.0,745.0,5286.0,135.0,12883.0,17354.0,15712.0,315.0,269.0,171.0,145.0,183.0,92.0,1.0,8.22
5670,1024.0,740.0,2872.0,2403.0,1196.0,2790.0,5907.0,430.0,129.0,235.0,468.0,509.0,327.0,1.0,6.1
5671,1024.0,748.0,244.0,280.0,4800.0,15784.0,7699.0,196.0,216.0,195.0,325.0,328.0,128.0,1.0,3.81
5672,1024.0,745.0,5790.0,302.0,3051.0,3368.0,1482.0,194.0,104.0,476.0,39.0,254.0,242.0,1.0,3.06
5673,855.0,744.0,8135.0,110.0,9207.0,10659.0,9383.0,428.0,216.0,134.0,142.0,488.0,413.0,0.0,5.46
5674,376.0,745.0,8739.0,212.0,17697.0,14185.0,16640.0,196.0,130.0,40.0,392.0,180.0,244.0,0.0,4.42
