,CIR805,FP_AMP2,CIR769,CIR783,CIR802,MAX_NOISE,CIR772,CIR821,CIR818,CIR814,CIR816,CIR817,CIR804,FP_IDX,CIR785,CIR806,CIR811,CIR815,CIR770,CIR809,CIR784,FP_AMP1,CIR822,FP_AMP3,CIR768,CIR798,CIR787,CIR796,CIR771,CIR786,CIR767,CIR801,CIR819,CIR782,CIR_PWR,CIR820,CIR808,CIR766,RANGE,NLOS
6845,394.0,12309.0,3113.0,1116.0,394.0,1319.0,464.0,1172.0,242.0,512.0,407.0,482.0,693.0,748.0,1275.0,336.0,293.0,554.0,1708.0,482.0,1377.0,8426.0,1236.0,9487.0,2818.0,567.0,588.0,1237.0,1124.0,188.0,430.0,397.0,403.0,2097.0,8459.0,690.0,464.0,2618.0,5.48,1.0
6846,328.0,11024.0,3903.0,534.0,244.0,1022.0,590.0,319.0,517.0,515.0,410.0,743.0,517.0,746.0,704.0,686.0,361.0,420.0,985.0,624.0,781.0,6346.0,403.0,12762.0,5151.0,420.0,85.0,358.0,1370.0,612.0,4538.0,523.0,354.0,622.0,7733.0,294.0,409.0,3916.0,5.44,0.0
6847,572.0,9904.0,1081.0,181.0,189.0,1126.0,547.0,115.0,491.0,396.0,87.0,451.0,467.0,748.0,344.0,247.0,197.0,311.0,824.0,715.0,267.0,6952.0,246.0,6471.0,790.0,454.0,123.0,619.0,558.0,316.0,1454.0,176.0,283.0,623.0,2834.0,473.0,640.0,168.0,2.74,1.0
6848,1095.0,18652.0,1118.0,999.0,1446.0,881.0,3530.0,471.0,686.0,342.0,452.0,574.0,282.0,749.0,646.0,1511.0,951.0,466.0,3935.0,649.0,878.0,12526.0,351.0,12636.0,1234.0,1057.0,1066.0,1121.0,5249.0,379.0,2706.0,1092.0,323.0,2075.0,8443.0,102.0,1005.0,2071.0,1.79,1.0
6849,1891.0,11623.0,4407.0,828.0,885.0,1007.0,4848.0,903.0,143.0,859.0,514.0,379.0,1641.0,744.0,3762.0,1618.0,2490.0,66.0,5461.0,655.0,5821.0,7917.0,504.0,18618.0,7297.0,712.0,6085.0,1349.0,1856.0,2971.0,8025.0,1087.0,438.0,5661.0,21871.0,941.0,938.0,6298.0,6.4,1.0
6850,469.0,554.0,789.0,651.0,476.0,1259.0,732.0,232.0,505.0,207.0,317.0,117.0,524.0,726.0,597.0,463.0,90.0,438.0,424.0,504.0,875.0,1787.0,447.0,1286.0,317.0,266.0,382.0,128.0,599.0,719.0,867.0,386.0,98.0,667.0,1757.0,125.0,190.0,1319.0,5.16,1.0
6851,315.0,4162.0,460.0,711.0,284.0,2614.0,857.0,169.0,237.0,205.0,357.0,650.0,448.0,746.0,593.0,406.0,705.0,208.0,103.0,802.0,187.0,5389.0,313.0,4987.0,250.0,357.0,703.0,197.0,1229.0,1148.0,634.0,114.0,323.0,885.0,1925.0,186.0,572.0,1168.0,6.88,1.0
6852,692.0,14513.0,3898.0,2580.0,661.0,1008.0,3700.0,245.0,174.0,756.0,240.0,145.0,822.0,748.0,1164.0,405.0,486.0,209.0,3228.0,429.0,2198.0,12981.0,297.0,9760.0,5686.0,824.0,1168.0,679.0,4544.0,942.0,3988.0,257.0,56.0,1055.0,16377.0,249.0,482.0,6176.0,3.41,0.0
6853,410.0,18199.0,261.0,1809.0,855.0,2131.0,708.0,107.0,853.0,929.0,691.0,447.0,476.0,747.0,741.0,904.0,521.0,1109.0,954.0,399.0,993.0,18540.0,1007.0,13971.0,1517.0,666.0,1132.0,614.0,1280.0,1198.0,1872.0,623.0,729.0,1025.0,11061.0,395.0,828.0,950.0,0.22,0.0
6854,394.0,16993.0,240.0,312.0,236.0,768.0,1138.0,511.0,534.0,255.0,563.0,451.0,830.0,745.0,1992.0,358.0,146.0,125.0,1298.0,727.0,1167.0,12407.0,379.0,15301.0,1655.0,502.0,450.0,544.0,712.0,1282.0,1386.0,351.0,127.0,1364.0,9363.0,147.0,274.0,770.0,4.38,0.0
6855,334.0,3533.0,4524.0,1320.0,932.0,1025.0,2479.0,384.0,733.0,822.0,382.0,865.0,928.0,748.0,2553.0,726.0,203.0,914.0,2322.0,47.0,1935.0,2892.0,966.0,2205.0,5124.0,1645.0,1649.0,1057.0,1667.0,1873.0,2476.0,1252.0,198.0,2281.0,9100.0,488.0,273.0,4671.0,5.87,0.0
6856,449.0,3568.0,1538.0,1945.0,343.0,1326.0,442.0,275.0,213.0,155.0,150.0,237.0,353.0,745.0,746.0,688.0,321.0,177.0,216.0,170.0,925.0,3100.0,216.0,2320.0,1813.0,593.0,874.0,481.0,469.0,1164.0,639.0,378.0,284.0,1016.0,1917.0,422.0,589.0,796.0,6.27,1.0
6857,1393.0,2489.0,5205.0,1484.0,612.0,956.0,6312.0,400.0,736.0,2745.0,1297.0,1447.0,1043.0,744.0,3631.0,1327.0,474.0,1139.0,6408.0,767.0,3029.0,2789.0,388.0,1923.0,3263.0,1709.0,1986.0,2693.0,5037.0,834.0,3792.0,1154.0,693.0,4526.0,13985.0,106.0,352.0,4072.0,8.08,1.0
6858,587.0,7550.0,501.0,642.0,121.0,2327.0,1906.0,366.0,136.0,769.0,615.0,193.0,519.0,749.0,1346.0,605.0,59.0,682.0,2408.0,148.0,608.0,14352.0,574.0,5239.0,3577.0,268.0,449.0,174.0,1074.0,916.0,3800.0,240.0,95.0,1022.0,13012.0,320.0,278.0,1573.0,1.24,0.0
6859,379.0,17381.0,345.0,567.0,173.0,893.0,920.0,456.0,272.0,317.0,387.0,441.0,463.0,743.0,188.0,462.0,315.0,377.0,142.0,288.0,325.0,10776.0,274.0,10950.0,861.0,680.0,543.0,533.0,857.0,205.0,1554.0,710.0,415.0,434.0,7517.0,255.0,478.0,1058.0,5.33,0.0
6860,699.0,17767.0,1263.0,1181.0,765.0,1294.0,490.0,417.0,909.0,563.0,531.0,1112.0,371.0,748.0,685.0,685.0,669.0,389.0,1326.0,666.0,571.0,10755.0,556.0,11460.0,780.0,2056.0,556.0,1042.0,264.0,792.0,1321.0,811.0,332.0,1564.0,6629.0,210.0,718.0,1711.0,5.59,0.0
6861,557.0,18306.0,1147.0,2079.0,445.0,1920.0,2140.0,318.0,449.0,1776.0,291.0,223.0,815.0,750.0,1790.0,457.0,1204.0,805.0,896.0,1204.0,1298.0,12439.0,601.0,13312.0,1885.0,364.0,933.0,240.0,2719.0,1928.0,5587.0,278.0,755.0,2464.0,11485.0,692.0,459.0,7303.0,3.48,0.0
6862,2121.0,5620.0,3242.0,812.0,1152.0,1596.0,3146.0,1075.0,1314.0,614.0,64.0,744.0,1614.0,744.0,2862.0,819.0,696.0,28.0,2185.0,1379.0,2665.0,2250.0,77.0,4254.0,1700.0,708.0,3021.0,2377.0,4302.0,1731.0,2539.0,914.0,966.0,462.0,12105.0,454.0,1066.0,2038.0,5.56,0.0
6863,620.0,2643.0,447.0,957.0,1896.0,2268.0,823.0,522.0,556.0,987.0,453.0,464.0,1149.0,738.0,346.0,886.0,875.0,475.0,782.0,301.0,559.0,1503.0,696.0,3638.0,674.0,1264.0,1249.0,466.0,76.0,61.0,454.0,1016.0,627.0,730.0,2148.0,598.0,552.0,581.0,6.74,1.0
6864,261.0,5326.0,1272.0,177.0,3.0,1265.0,987.0,125.0,338.0,428.0,223.0,390.0,182.0,750.0,1190.0,442.0,555.0,258.0,1290.0,190.0,745.0,19912.0,219.0,5644.0,1578.0,113.0,578.0,503.0,664.0,956.0,670.0,201.0,176.0,1291.0,10974.0,253.0,137.0,3182.0,0.95,0.0
6865,697.0,3681.0,866.0,585.0,402.0,789.0,907.0,670.0,400.0,501.0,585.0,808.0,630.0,743.0,766.0,800.0,554.0,470.0,523.0,809.0,612.0,7449.0,401.0,2207.0,908.0,401.0,988.0,796.0,456.0,1019.0,1410.0,801.0,553.0,903.0,8610.0,490.0,566.0,521.0,3.02,1.0
6866,1330.0,17973.0,6906.0,1057.0,1105.0,1121.0,4062.0,456.0,365.0,205.0,297.0,176.0,856.0,743.0,1630.0,480.0,510.0,298.0,5905.0,264.0,1164.0,5966.0,210.0,12115.0,4248.0,1702.0,724.0,546.0,5573.0,1559.0,1769.0,520.0,227.0,2516.0,12989.0,505.0,569.0,6615.0,3.94,1.0
6867,502.0,15098.0,1618.0,1978.0,488.0,968.0,2303.0,465.0,672.0,791.0,433.0,570.0,724.0,745.0,1578.0,561.0,390.0,639.0,3307.0,869.0,1437.0,5925.0,498.0,13091.0,1233.0,1001.0,296.0,1023.0,3220.0,1298.0,1655.0,1048.0,722.0,1461.0,5254.0,466.0,569.0,1362.0,6.67,1.0
6868,314.0,1747.0,1344.0,521.0,169.0,1185.0,285.0,649.0,519.0,479.0,382.0,614.0,462.0,742.0,749.0,424.0,516.0,425.0,1484.0,227.0,774.0,1616.0,336.0,1357.0,489.0,231.0,463.0,205.0,823.0,534.0,809.0,208.0,216.0,402.0,2481.0,38.0,136.0,1563.0,6.12,1.0
6869,2608.0,4455.0,4954.0,2786.0,3351.0,1361.0,3814.0,452.0,737.0,1318.0,1364.0,1349.0,1776.0,747.0,760.0,1019.0,1506.0,874.0,1834.0,3671.0,1832.0,9181.0,291.0,8103.0,3196.0,3054.0,3231.0,872.0,4789.0,3004.0,5882.0,1833.0,544.0,5153.0,18085.0,1181.0,2896.0,10007.0,2.08,0.0
6870,811.0,20047.0,1387.0,1382.0,932.0,1440.0,1714.0,581.0,424.0,986.0,801.0,693.0,585.0,745.0,918.0,807.0,776.0,853.0,721.0,674.0,1421.0,19489.0,805.0,16080.0,2574.0,1164.0,988.0,880.0,1180.0,822.0,2755.0,1499.0,640.0,1102.0,10718.0,560.0,1028.0,2497.0,1.0,0.0
6871,428.0,18123.0,2199.0,492.0,720.0,1300.0,2176.0,420.0,343.0,482.0,604.0,435.0,616.0,750.0,669.0,692.0,294.0,770.0,475.0,156.0,725.0,10186.0,778.0,14842.0,965.0,636.0,785.0,137.0,2538.0,68.0,1504.0,573.0,115.0,371.0,9330.0,117.0,402.0,1931.0,2.33,0.0
6872,192.0,17479.0,1411.0,583.0,447.0,918.0,477.0,114.0,162.0,494.0,219.0,419.0,417.0,744.0,160.0,261.0,505.0,333.0,1120.0,479.0,111.0,7388.0,112.0,15220.0,1402.0,558.0,393.0,207.0,771.0,358.0,918.0,368.0,182.0,558.0,5254.0,106.0,447.0,1107.0,6.05,0.0
6873,3668.0,15389.0,408.0,4884.0,1035.0,779.0,4826.0,1358.0,291.0,2411.0,1852.0,2346.0,2356.0,749.0,1688.0,3601.0,267.0,1006.0,3967.0,984.0,4477.0,16917.0,1383.0,11686.0,3629.0,1532.0,1861.0,748.0,4406.0,2345.0,2206.0,1115.0,2759.0,3027.0,18161.0,2570.0,691.0,3204.0,6.41,0.0
6874,388.0,4378.0,1373.0,3196.0,1271.0,978.0,2090.0,898.0,561.0,659.0,167.0,297.0,667.0,739.0,1505.0,980.0,322.0,681.0,4834.0,1347.0,1739.0,4460.0,239.0,3059.0,3991.0,762.0,2910.0,1488.0,4925.0,3770.0,4602.0,1729.0,1908.0,2991.0,14019.0,1584.0,1136.0,3552.0,8.52,1.0
6875,381.0,5259.0,1137.0,225.0,679.0,1076.0,343.0,370.0,492.0,55.0,431.0,655.0,521.0,743.0,360.0,295.0,199.0,224.0,1109.0,262.0,508.0,5218.0,437.0,5278.0,1056.0,364.0,835.0,221.0,928.0,283.0,1238.0,427.0,250.0,731.0,2855.0,163.0,448.0,1199.0,6.02,1.0
6876,462.0,17667.0,1207.0,124.0,120.0,1038.0,409.0,250.0,260.0,455.0,141.0,168.0,174.0,747.0,357.0,342.0,299.0,84.0,1809.0,260.0,277.0,3843.0,237.0,14361.0,1138.0,192.0,1033.0,169.0,1101.0,597.0,368.0,97.0,82.0,219.0,6605.0,241.0,202.0,727.0,3.65,0.0
6877,1542.0,11532.0,5259.0,550.0,1184.0,832.0,7498.0,436.0,2742.0,1078.0,1101.0,2253.0,2263.0,748.0,1880.0,1922.0,465.0,802.0,5109.0,3754.0,670.0,2490.0,1069.0,18313.0,8066.0,963.0,3534.0,2288.0,3040.0,3516.0,10137.0,541.0,1448.0,2594.0,18946.0,467.0,4400.0,1963.0,5.93,1.0
6878,1026.0,17753.0,3528.0,1148.0,1034.0,1756.0,2395.0,296.0,327.0,786.0,490.0,281.0,609.0,751.0,118.0,828.0,645.0,1024.0,1404.0,432.0,1501.0,5095.0,450.0,16532.0,269.0,771.0,1469.0,1355.0,3031.0,1072.0,5606.0,831.0,497.0,863.0,10278.0,510.0,87.0,7013.0,1.83,0.0
6879,1698.0,8100.0,5166.0,2025.0,1555.0,1566.0,5032.0,501.0,1632.0,583.0,1023.0,1126.0,2031.0,743.0,531.0,1539.0,1210.0,1106.0,4424.0,883.0,1014.0,4262.0,911.0,8479.0,3893.0,1541.0,1317.0,629.0,3535.0,721.0,4546.0,1248.0,1810.0,2200.0,17520.0,672.0,331.0,4215.0,4.79,0.0
6880,1055.0,7125.0,2027.0,854.0,846.0,2561.0,3562.0,222.0,510.0,661.0,749.0,775.0,273.0,751.0,1727.0,653.0,1446.0,414.0,3420.0,397.0,1620.0,4014.0,746.0,8659.0,2840.0,684.0,1100.0,1115.0,487.0,1496.0,2801.0,914.0,103.0,300.0,10798.0,251.0,384.0,942.0,1.33,0.0
6881,378.0,5712.0,770.0,1274.0,624.0,841.0,2566.0,112.0,215.0,193.0,507.0,227.0,248.0,745.0,769.0,426.0,139.0,335.0,583.0,259.0,80.0,11193.0,351.0,7601.0,791.0,401.0,223.0,52.0,1538.0,805.0,1783.0,398.0,305.0,2473.0,9491.0,278.0,618.0,1278.0,3.02,0.0
6882,966.0,1681.0,2369.0,1243.0,489.0,1028.0,580.0,306.0,562.0,312.0,570.0,162.0,357.0,729.0,1122.0,522.0,582.0,24.0,1029.0,353.0,1189.0,628.0,750.0,2105.0,3308.0,888.0,2168.0,1556.0,1118.0,213.0,1451.0,647.0,836.0,2066.0,2717.0,460.0,277.0,2665.0,9.17,1.0
6883,695.0,9244.0,706.0,934.0,226.0,1761.0,1240.0,293.0,94.0,262.0,321.0,196.0,526.0,743.0,310.0,395.0,304.0,228.0,939.0,255.0,458.0,9723.0,305.0,7271.0,693.0,177.0,301.0,108.0,2148.0,289.0,622.0,232.0,156.0,550.0,7956.0,234.0,464.0,895.0,1.1,1.0
6884,3248.0,4394.0,14080.0,5027.0,928.0,1026.0,2578.0,457.0,1200.0,865.0,1201.0,1055.0,1231.0,741.0,3067.0,2253.0,1063.0,1036.0,7069.0,1223.0,4088.0,1195.0,107.0,4475.0,13341.0,2124.0,1204.0,1545.0,5099.0,851.0,4949.0,1631.0,929.0,4471.0,19936.0,587.0,1996.0,8925.0,4.82,1.0
6885,244.0,2281.0,365.0,676.0,518.0,1391.0,469.0,553.0,124.0,754.0,260.0,184.0,739.0,745.0,454.0,480.0,678.0,289.0,617.0,359.0,837.0,1444.0,651.0,2034.0,142.0,394.0,349.0,455.0,1258.0,472.0,562.0,323.0,435.0,745.0,520.0,618.0,133.0,824.0,6.28,1.0
6886,542.0,18255.0,549.0,238.0,28.0,1693.0,794.0,814.0,32.0,325.0,216.0,257.0,634.0,749.0,412.0,336.0,326.0,263.0,818.0,274.0,270.0,17669.0,338.0,16438.0,104.0,491.0,382.0,719.0,727.0,190.0,281.0,362.0,359.0,283.0,11216.0,846.0,140.0,353.0,0.3,0.0
6887,865.0,3982.0,638.0,968.0,440.0,1195.0,619.0,655.0,548.0,527.0,555.0,577.0,546.0,739.0,666.0,777.0,610.0,489.0,532.0,296.0,727.0,3589.0,875.0,4047.0,418.0,802.0,828.0,682.0,420.0,459.0,432.0,594.0,362.0,992.0,1993.0,397.0,503.0,431.0,3.58,1.0
6888,928.0,12036.0,7167.0,1929.0,1435.0,961.0,3145.0,330.0,409.0,51.0,455.0,151.0,860.0,748.0,1832.0,1327.0,588.0,192.0,7328.0,250.0,2540.0,5042.0,753.0,9397.0,4699.0,600.0,2744.0,1446.0,3923.0,2210.0,6929.0,1477.0,310.0,320.0,14559.0,364.0,138.0,6090.0,4.1,1.0
6889,601.0,7790.0,2832.0,3390.0,985.0,817.0,3064.0,876.0,590.0,1806.0,815.0,672.0,2080.0,749.0,2001.0,439.0,1672.0,1854.0,4761.0,1714.0,3565.0,6017.0,1377.0,5854.0,1697.0,2265.0,1928.0,1374.0,3673.0,3061.0,3648.0,1305.0,526.0,5063.0,15206.0,474.0,2163.0,2047.0,4.26,0.0
6890,433.0,13783.0,3740.0,2704.0,620.0,1094.0,1280.0,268.0,339.0,114.0,203.0,448.0,379.0,751.0,368.0,524.0,469.0,384.0,5238.0,600.0,1350.0,6839.0,414.0,11896.0,1235.0,135.0,2790.0,625.0,3622.0,684.0,1575.0,850.0,336.0,1846.0,12050.0,160.0,702.0,2866.0,3.26,0.0
6891,2645.0,14306.0,3220.0,4082.0,1382.0,901.0,3828.0,1833.0,1208.0,3128.0,958.0,884.0,2505.0,749.0,5932.0,2114.0,1707.0,2246.0,2029.0,1860.0,7546.0,9618.0,1791.0,8640.0,4484.0,1713.0,1022.0,2203.0,2951.0,2732.0,2389.0,2099.0,1501.0,244.0,14463.0,1993.0,1358.0,3630.0,6.83,1.0
6892,1083.0,15337.0,4624.0,4104.0,2970.0,1053.0,3414.0,252.0,913.0,2037.0,1478.0,279.0,1584.0,750.0,5885.0,858.0,1043.0,2703.0,4084.0,1435.0,2270.0,1707.0,533.0,17741.0,1460.0,710.0,1575.0,481.0,3512.0,4706.0,3901.0,1252.0,749.0,6357.0,12490.0,487.0,2717.0,3297.0,2.68,0.0
6893,399.0,16834.0,658.0,762.0,706.0,936.0,1254.0,460.0,496.0,477.0,474.0,433.0,444.0,746.0,340.0,665.0,237.0,354.0,701.0,306.0,203.0,14364.0,525.0,16005.0,1023.0,693.0,286.0,522.0,1175.0,677.0,669.0,335.0,240.0,1207.0,8076.0,233.0,516.0,409.0,1.11,1.0
6894,1067.0,2363.0,7557.0,1477.0,305.0,951.0,1352.0,474.0,795.0,1073.0,929.0,466.0,903.0,740.0,2579.0,422.0,641.0,1191.0,2596.0,1167.0,3022.0,2380.0,172.0,1708.0,11198.0,1012.0,1126.0,1058.0,813.0,1786.0,3754.0,550.0,363.0,1684.0,14140.0,390.0,1827.0,8046.0,4.6,1.0
6895,970.0,7779.0,2140.0,811.0,1555.0,1077.0,1631.0,345.0,213.0,774.0,440.0,379.0,997.0,745.0,322.0,1128.0,923.0,629.0,3624.0,439.0,534.0,3367.0,196.0,8635.0,3143.0,2239.0,1474.0,3128.0,5401.0,433.0,1011.0,1823.0,592.0,1228.0,5984.0,843.0,222.0,2750.0,2.67,1.0
6896,636.0,6675.0,4012.0,1786.0,846.0,965.0,3264.0,374.0,509.0,757.0,535.0,97.0,566.0,747.0,2004.0,1266.0,493.0,364.0,1822.0,490.0,2650.0,2241.0,484.0,4760.0,3643.0,149.0,756.0,778.0,1969.0,1587.0,2057.0,807.0,327.0,786.0,17219.0,372.0,488.0,2637.0,0.75,1.0
6897,293.0,19057.0,1470.0,1396.0,645.0,800.0,2246.0,457.0,389.0,505.0,486.0,444.0,469.0,749.0,331.0,493.0,420.0,397.0,959.0,503.0,1138.0,8457.0,54.0,14525.0,3135.0,592.0,2658.0,1324.0,2759.0,1274.0,3162.0,553.0,456.0,677.0,8718.0,502.0,326.0,1475.0,2.78,1.0
6898,805.0,18152.0,2828.0,1475.0,557.0,828.0,1167.0,344.0,585.0,739.0,746.0,641.0,1086.0,749.0,564.0,376.0,581.0,755.0,1668.0,622.0,1479.0,9590.0,433.0,12911.0,4370.0,902.0,163.0,959.0,2694.0,414.0,1002.0,461.0,706.0,1045.0,10440.0,383.0,671.0,3602.0,6.54,0.0
6899,608.0,7907.0,2861.0,2766.0,2018.0,1072.0,6709.0,426.0,462.0,778.0,1124.0,1297.0,710.0,746.0,1909.0,100.0,827.0,1121.0,1065.0,1564.0,4157.0,2888.0,900.0,7106.0,3853.0,817.0,1659.0,1504.0,4369.0,1046.0,2490.0,1450.0,1336.0,3203.0,5723.0,1270.0,1820.0,4031.0,8.55,1.0
6900,557.0,18465.0,3580.0,1984.0,430.0,2937.0,273.0,691.0,362.0,838.0,539.0,319.0,157.0,750.0,2315.0,963.0,359.0,652.0,2337.0,605.0,1179.0,12294.0,1025.0,14706.0,4268.0,715.0,1005.0,514.0,1243.0,1406.0,3342.0,736.0,411.0,1863.0,15022.0,230.0,241.0,941.0,1.48,0.0
6901,1323.0,7777.0,883.0,1493.0,813.0,1246.0,607.0,595.0,495.0,684.0,1265.0,772.0,1078.0,746.0,1950.0,230.0,483.0,1004.0,1042.0,1424.0,2513.0,7685.0,434.0,7246.0,551.0,619.0,2380.0,738.0,2421.0,2838.0,613.0,527.0,665.0,2539.0,8854.0,757.0,303.0,1534.0,4.22,0.0
6902,596.0,18152.0,210.0,1519.0,1137.0,2422.0,1133.0,260.0,546.0,941.0,501.0,213.0,632.0,751.0,160.0,407.0,328.0,595.0,243.0,46.0,588.0,16679.0,1015.0,15985.0,373.0,589.0,396.0,774.0,451.0,698.0,1296.0,383.0,622.0,1195.0,10604.0,426.0,212.0,1583.0,0.52,0.0
6903,779.0,17282.0,5743.0,1630.0,634.0,2052.0,5678.0,296.0,878.0,859.0,71.0,591.0,665.0,750.0,176.0,534.0,574.0,115.0,3954.0,1121.0,980.0,16941.0,351.0,14196.0,3709.0,720.0,939.0,155.0,5437.0,174.0,1499.0,1317.0,938.0,1826.0,15248.0,196.0,738.0,4148.0,1.72,0.0
6904,987.0,17285.0,1847.0,1075.0,906.0,1044.0,3527.0,759.0,581.0,972.0,794.0,762.0,649.0,748.0,2408.0,1902.0,1244.0,918.0,6081.0,1024.0,1438.0,13620.0,479.0,11942.0,1750.0,1860.0,1819.0,1247.0,7915.0,1526.0,3594.0,550.0,1240.0,878.0,11350.0,1015.0,955.0,2515.0,2.74,0.0
6905,598.0,3146.0,7030.0,2034.0,1467.0,1259.0,1094.0,1026.0,895.0,1454.0,519.0,643.0,1825.0,743.0,2637.0,607.0,1089.0,1533.0,3421.0,1203.0,2575.0,4376.0,159.0,2824.0,6564.0,849.0,1375.0,1928.0,554.0,1008.0,3945.0,1301.0,1027.0,2231.0,9461.0,630.0,1174.0,905.0,8.83,1.0
6906,447.0,6877.0,3381.0,714.0,265.0,1144.0,997.0,467.0,280.0,491.0,541.0,467.0,472.0,748.0,306.0,485.0,561.0,419.0,1594.0,408.0,253.0,6961.0,441.0,5161.0,2494.0,342.0,652.0,229.0,1416.0,711.0,1490.0,631.0,412.0,705.0,2342.0,437.0,456.0,2669.0,4.79,1.0
6907,438.0,3931.0,535.0,124.0,194.0,918.0,308.0,15.0,493.0,247.0,192.0,302.0,280.0,744.0,940.0,255.0,555.0,223.0,981.0,172.0,321.0,1238.0,533.0,5264.0,448.0,496.0,295.0,382.0,975.0,923.0,786.0,318.0,148.0,527.0,736.0,189.0,226.0,814.0,7.83,1.0
6908,224.0,16686.0,807.0,653.0,130.0,1194.0,550.0,165.0,180.0,142.0,193.0,161.0,307.0,747.0,262.0,237.0,235.0,415.0,698.0,274.0,699.0,16522.0,242.0,13074.0,966.0,149.0,606.0,213.0,434.0,373.0,1094.0,265.0,458.0,526.0,8766.0,299.0,65.0,780.0,0.66,1.0
6909,502.0,18308.0,1999.0,342.0,490.0,1454.0,1736.0,18.0,314.0,388.0,512.0,581.0,554.0,749.0,572.0,596.0,579.0,451.0,1975.0,384.0,679.0,13586.0,567.0,16205.0,1538.0,458.0,413.0,1000.0,1171.0,446.0,2833.0,586.0,342.0,561.0,9845.0,488.0,725.0,944.0,2.33,0.0
6910,247.0,18879.0,560.0,506.0,283.0,1373.0,880.0,290.0,241.0,113.0,193.0,267.0,254.0,748.0,132.0,201.0,442.0,206.0,647.0,185.0,456.0,4234.0,447.0,15279.0,663.0,219.0,288.0,256.0,1176.0,448.0,836.0,287.0,340.0,215.0,11468.0,352.0,241.0,1047.0,1.53,0.0
6911,252.0,19132.0,2623.0,749.0,517.0,883.0,2785.0,646.0,301.0,345.0,353.0,354.0,134.0,751.0,677.0,437.0,920.0,373.0,3055.0,473.0,912.0,3245.0,354.0,19627.0,1013.0,400.0,667.0,667.0,3325.0,471.0,928.0,582.0,651.0,193.0,8409.0,577.0,469.0,982.0,3.68,0.0
6912,1232.0,5843.0,4553.0,3966.0,1169.0,1079.0,2424.0,1798.0,421.0,1093.0,524.0,182.0,2304.0,740.0,4290.0,993.0,943.0,991.0,1472.0,318.0,4603.0,1856.0,703.0,4872.0,4780.0,958.0,3101.0,3331.0,4022.0,3707.0,3081.0,1650.0,752.0,1342.0,9849.0,1509.0,743.0,9124.0,6.76,1.0
6913,589.0,17970.0,8424.0,3051.0,2593.0,780.0,4169.0,1091.0,1906.0,750.0,1830.0,1691.0,448.0,745.0,3682.0,2420.0,757.0,827.0,3402.0,1748.0,2799.0,17119.0,847.0,14479.0,8906.0,1226.0,3000.0,1831.0,4053.0,1944.0,3566.0,2683.0,2256.0,5037.0,18174.0,1512.0,3423.0,3119.0,6.65,1.0
6914,103.0,1710.0,7377.0,6303.0,1503.0,888.0,807.0,609.0,1409.0,1517.0,992.0,1258.0,461.0,744.0,1202.0,1409.0,1520.0,2251.0,6970.0,2387.0,4109.0,3949.0,1567.0,3716.0,6270.0,2298.0,681.0,2468.0,3668.0,1046.0,7757.0,2961.0,221.0,6664.0,22880.0,920.0,2351.0,11440.0,5.69,1.0
6915,493.0,17521.0,1458.0,1912.0,647.0,903.0,1853.0,788.0,539.0,922.0,877.0,719.0,735.0,748.0,773.0,698.0,500.0,1106.0,3161.0,581.0,824.0,8854.0,831.0,13347.0,745.0,801.0,1068.0,1496.0,3101.0,549.0,521.0,769.0,917.0,2717.0,9971.0,942.0,730.0,1951.0,1.92,0.0
6916,219.0,5959.0,1164.0,1560.0,778.0,1073.0,3261.0,251.0,323.0,106.0,154.0,85.0,665.0,742.0,1242.0,602.0,470.0,281.0,1493.0,747.0,1156.0,3217.0,164.0,3758.0,3064.0,296.0,499.0,182.0,1970.0,743.0,4837.0,384.0,501.0,2178.0,2980.0,420.0,454.0,1574.0,4.72,1.0
6917,503.0,4513.0,6028.0,315.0,600.0,1261.0,2287.0,518.0,305.0,323.0,202.0,486.0,185.0,743.0,1132.0,712.0,337.0,113.0,4356.0,239.0,146.0,3805.0,464.0,4291.0,8592.0,405.0,467.0,678.0,5047.0,1087.0,833.0,784.0,337.0,916.0,11619.0,210.0,404.0,9767.0,2.85,1.0
6918,70.0,17911.0,1023.0,698.0,121.0,726.0,1245.0,315.0,394.0,244.0,10.0,478.0,301.0,749.0,439.0,452.0,564.0,151.0,2776.0,193.0,633.0,6178.0,472.0,15251.0,2719.0,733.0,356.0,420.0,1770.0,322.0,3275.0,106.0,81.0,801.0,9749.0,227.0,506.0,1273.0,1.26,1.0
6919,96.0,2543.0,1634.0,396.0,578.0,1078.0,254.0,285.0,221.0,390.0,233.0,214.0,60.0,737.0,392.0,414.0,103.0,407.0,1181.0,142.0,518.0,454.0,486.0,2637.0,3177.0,93.0,263.0,290.0,1489.0,60.0,821.0,129.0,335.0,240.0,858.0,234.0,238.0,2077.0,3.22,1.0
6920,643.0,5175.0,2746.0,1167.0,169.0,1085.0,933.0,553.0,809.0,232.0,236.0,318.0,386.0,746.0,542.0,520.0,664.0,307.0,1183.0,553.0,257.0,7270.0,220.0,3640.0,1929.0,571.0,269.0,462.0,882.0,828.0,667.0,92.0,364.0,576.0,2802.0,197.0,515.0,2655.0,6.41,1.0
6921,752.0,20129.0,4683.0,1813.0,967.0,1444.0,1174.0,812.0,817.0,931.0,461.0,656.0,857.0,750.0,460.0,644.0,701.0,327.0,4069.0,614.0,1210.0,16785.0,664.0,16645.0,1864.0,709.0,946.0,944.0,1510.0,518.0,974.0,773.0,668.0,1378.0,10451.0,845.0,726.0,1935.0,1.24,0.0
